model_a,model_b,hidden_dim,vocab,rank_frac,rank_affine,rank_delta_param_matched,rank_delta_no_overbudget,affine_params_with_bias,delta_params_with_bias,delta_no_overbudget_params_with_bias,delta_over_affine_params,delta_no_overbudget_over_affine_params,full_hh_params,affine_params_over_full_hh,identity_R2,full_affine_R2,reported_full_affine_R2,rank_affine_R2,param_matched_delta_R2,no_overbudget_delta_R2,rank_affine_update_gain,param_matched_delta_update_gain,no_overbudget_delta_update_gain,rank_affine_gain_over_delta_gain,rank_affine_gain_over_no_overbudget_delta_gain,rank_affine_fraction_of_full_affine_gain,A_I_energy_at_rank_affine,pred_energy_at_rank_affine,delta_energy_at_param_matched_rank,delta_energy_at_no_overbudget_rank,delta_energy_at_same_rank_not_param_matched,full_affine_update_gain,centered_delta_over_Yc_energy
Qwen2.5-72B-Base,Qwen2.5-72B-Instruct,8192,152064,0.02,164,17,16,2695168,2732544,2572288,1.0138677811550152,0.9544072948328267,67108864,0.0401611328125,0.9996624244489689,0.9996872173551979,0.9996872170493445,0.9996672170407472,0.999674774563612,0.9996742264897354,0.014197093846704673,0.036584742601631366,0.03496118344588924,0.38806050930290276,0.4060816153056734,0.19330496126840804,0.19984204248352047,0.19330496126840804,0.036584742601631366,0.03496118344588924,0.18891933675935133,0.07344402209621359,0.000337575551031072
Qwen2.5-72B-Base,Qwen2.5-72B-Instruct,8192,152064,0.05,410,42,41,6725632,6738944,6578688,1.001979293544458,0.9781516443361754,67108864,0.1002197265625,0.9996624244489689,0.9996872173551979,0.9996872170493445,0.9996713035881039,0.9996866072431124,0.9996861804095577,0.02630267241739223,0.0716366871641562,0.07037227819443284,0.36716762679322945,0.3737646853597677,0.35813224366899515,0.37028325987465965,0.35813224366899515,0.0716366871641562,0.07037227819443284,0.341019364761271,0.07344402209621359,0.000337575551031072
Qwen2.5-72B-Base,Qwen2.5-72B-Instruct,8192,152064,0.1,820,84,83,13443072,13469696,13309440,1.0019804996953077,0.9900594149908593,67108864,0.2003173828125,0.9996624244489689,0.9996872173551979,0.9996872170493445,0.9996754279222684,0.9997024365090054,0.9997020955813535,0.03852018684323058,0.11852771894844358,0.1175177890207172,0.32498884805153333,0.3277817525688801,0.5244836236333589,0.5456883509833585,0.5244836236333589,0.11852771894844358,0.1175177890207172,0.4807728761766921,0.07344402209621359,0.000337575551031072
Gemma-3-12B,Gemma-3-12B-Instruct,3840,262208,0.001,4,1,0,34560,269888,3840,7.809259259259259,0.1111111111111111,14745600,0.00234375,0.962656724315314,0.9672602147356555,0.9672602427168877,0.9644390190499388,0.9639272630052959,0.962656724315314,0.047727327127749235,0.03402322551213375,0.0,1.4027866673231253,inf,0.38716160388849075,0.1056175784413432,0.38716160388849075,0.03402322551213375,0.0,0.055772344788851166,0.12327494939683,0.037343275684686005
Gemma-3-12B,Gemma-3-12B-Instruct,3840,262208,0.002,8,1,0,65280,269888,3840,4.1343137254901965,0.058823529411764705,14745600,0.004427083333333333,0.962656724315314,0.9672602147356555,0.9672602427168877,0.964758470974878,0.9639272630052959,0.962656724315314,0.05628179695081907,0.03402322551213375,0.0,1.6542169680751526,inf,0.45655501970351126,0.16120899848783043,0.45655501970351126,0.03402322551213375,0.0,0.06979313411739216,0.12327494939683,0.037343275684686005
Gemma-3-12B,Gemma-3-12B-Instruct,3840,262208,0.005,20,1,0,157440,269888,3840,1.7142276422764227,0.024390243902439025,14745600,0.010677083333333334,0.962656724315314,0.9672602147356555,0.9672602427168877,0.9652116651259612,0.9639272630052959,0.962656724315314,0.06841769405073937,0.03402322551213375,0.0,2.010911458889736,inf,0.555000787958131,0.23892617324582055,0.555000787958131,0.03402322551213375,0.0,0.09119024432015096,0.12327494939683,0.037343275684686005
Gemma-3-12B,Gemma-3-12B-Instruct,3840,262208,0.01,39,1,1,303360,269888,269888,0.889662447257384,0.889662447257384,14745600,0.020572916666666666,0.962656724315314,0.9672602147356555,0.9672602427168877,0.9654771273853409,0.9639272630052959,0.9639272630052959,0.07552639714419668,0.03402322551213375,0.03402322551213375,2.2198482362367904,2.2198482362367904,0.6126662189985764,0.2960243555819224,0.6126662189985764,0.03402322551213375,0.03402322551213375,0.11026944727133953,0.12327494939683,0.037343275684686005
Gemma-3-12B,Gemma-3-12B-Instruct,3840,262208,0.02,77,2,2,595200,535936,535936,0.9004301075268817,0.9004301075268817,14745600,0.040364583333333336,0.962656724315314,0.9672602147356555,0.9672602427168877,0.9657130567106725,0.9642198754994394,0.9642198754994394,0.08184425011788303,0.0418589734152993,0.0418589734152993,1.9552378723165067,1.9552378723165067,0.6639163148582695,0.3558044171123918,0.6639163148582695,0.0418589734152993,0.0418589734152993,0.1353721187209029,0.12327494939683,0.037343275684686005
Gemma-3-12B,Gemma-3-12B-Instruct,3840,262208,0.05,192,6,5,1478400,1600128,1334080,1.0823376623376624,0.9023809523809524,14745600,0.10026041666666667,0.962656724315314,0.9672602147356555,0.9672602427168877,0.9660209894799239,0.9650460475267464,0.9649186968465154,0.09009025327656368,0.06398268945678515,0.060572418721397354,1.4080410505002603,1.4873147742528412,0.7308074650800088,0.4488447048169702,0.7308074650800088,0.06398268945678515,0.060572418721397354,0.18947383828471998,0.12327494939683,0.037343275684686005
Gemma-3-12B,Gemma-3-12B-Instruct,3840,262208,0.1,384,11,11,2952960,2930368,2930368,0.9923493714781101,0.9923493714781101,14745600,0.20026041666666666,0.962656724315314,0.9672602147356555,0.9672602427168877,0.9662831755769661,0.9655229936580645,0.9655229936580645,0.09711122538559773,0.0767546309261223,0.0767546309261223,1.2652164985207084,1.2652164985207084,0.7877612269220281,0.5485006607404059,0.7877612269220281,0.0767546309261223,0.0767546309261223,0.2605691288972757,0.12327494939683,0.037343275684686005
Gemma-3-27B,Gemma-3-27B-Instruct,5376,262208,0.001,6,1,0,69888,272960,5376,3.9056776556776556,0.07692307692307693,28901376,0.002418154761904762,0.9675574083518943,0.9707730352560784,0.9707730427305877,0.9687012205714847,0.968187995571109,0.9675574083518943,0.035256499603882045,0.01943701742618237,0.0,1.8138842411279754,inf,0.3557042697030773,0.10594652354732537,0.3557042697030773,0.01943701742618237,0.0,0.04204241107731162,0.09911744841666441,0.032442591648105645
Gemma-3-27B,Gemma-3-27B-Instruct,5376,262208,0.002,11,1,0,123648,272960,5376,2.2075569358178053,0.043478260869565216,28901376,0.00427827380952381,0.9675574083518943,0.9707730352560784,0.9707730427305877,0.9689196561764359,0.968187995571109,0.9675574083518943,0.04198948836509332,0.01943701742618237,0.0,2.1602845459474636,inf,0.42363366930694435,0.14487735769863622,0.42363366930694435,0.01943701742618237,0.0,0.053352923776033394,0.09911744841666441,0.032442591648105645
Gemma-3-27B,Gemma-3-27B-Instruct,5376,262208,0.005,27,1,1,295680,272960,272960,0.9231601731601732,0.9231601731601732,28901376,0.010230654761904762,0.9675574083518943,0.9707730352560784,0.9707730427305877,0.9692145524647839,0.968187995571109,0.968187995571109,0.051079276614648526,0.01943701742618237,0.01943701742618237,2.6279379955611337,2.6279379955611337,0.5153409155563036,0.20624181693882054,0.5153409155563036,0.01943701742618237,0.01943701742618237,0.07756870407493535,0.09911744841666441,0.032442591648105645
Gemma-3-27B,Gemma-3-27B-Instruct,5376,262208,0.01,54,2,2,585984,540544,540544,0.9224552206203582,0.9224552206203582,28901376,0.02027529761904762,0.9675574083518943,0.9707730352560784,0.9707730427305877,0.9694016290852532,0.9684197536031018,0.9684197536031018,0.05684566613427641,0.026580652389339838,0.026580652389339838,2.1386106443750923,2.1386106443750923,0.5735182557899571,0.2628561137664347,0.5735182557899571,0.026580652389339838,0.026580652389339838,0.10014334072916894,0.09911744841666441,0.032442591648105645
Gemma-3-27B,Gemma-3-27B-Instruct,5376,262208,0.02,108,4,4,1166592,1075712,1075712,0.9220978714066271,0.9220978714066271,28901376,0.040364583333333336,0.9675574083518943,0.9707730352560784,0.9707730427305877,0.9695767142734538,0.9687176337455842,0.9687176337455842,0.06224243560632559,0.03576241399806887,0.03576241399806887,1.740442790290572,1.740442790290572,0.6279664842124901,0.323649171673986,0.6279664842124901,0.03576241399806887,0.03576241399806887,0.12968437887234263,0.09911744841666441,0.032442591648105645
Gemma-3-27B,Gemma-3-27B-Instruct,5376,262208,0.05,269,11,10,2897664,2948800,2681216,1.0176473186677268,0.9253025885678947,28901376,0.10026041666666667,0.9675574083518943,0.9707730352560784,0.9707730427305877,0.9698084863658472,0.9692883154711927,0.9692222627592258,0.06938650396273907,0.053352923776033394,0.05131693624817926,1.3005192415323283,1.3521170404088751,0.7000432827029198,0.4228233166793635,0.7000432827029198,0.053352923776033394,0.05131693624817926,0.19039338211213302,0.09911744841666441,0.032442591648105645
Gemma-3-27B,Gemma-3-27B-Instruct,5376,262208,0.1,538,22,21,5789952,5892224,5624640,1.0176637042932308,0.9714484679665738,28901376,0.20033482142857142,0.9675574083518943,0.9707730352560784,0.9707730427305877,0.9700128200103114,0.9698758581579504,0.9698324269927154,0.07568481843405528,0.07146315039204093,0.07012444213759329,1.0590747541754684,1.079292984399816,0.7635872355782976,0.5338121327754087,0.7635872355782976,0.07146315039204093,0.07012444213759329,0.26595037564369167,0.09911744841666441,0.032442591648105645
Gemma-2-27B,Gemma-2-27B-Instruct,4608,256000,0.001,5,1,0,50688,265216,4608,5.232323232323233,0.09090909090909091,21233664,0.002387152777777778,0.9964781784501565,0.997605742209408,0.9976057471139504,0.997060324480548,0.9967650198986004,0.9964781784501565,0.16529685622982496,0.08144690024304216,0.0,2.029504569683681,inf,0.516286574142874,0.7430725617546848,0.516286574142874,0.08144690024304216,0.0,0.20425991352750947,0.32016493263309553,0.003521821549843446
Gemma-2-27B,Gemma-2-27B-Instruct,4608,256000,0.002,10,1,0,96768,265216,4608,2.740740740740741,0.047619047619047616,21233664,0.004557291666666667,0.9964781784501565,0.997605742209408,0.9976057471139504,0.9971879130327691,0.9967650198986004,0.9964781784501565,0.20152485654594313,0.08144690024304216,0.0,2.474309715220365,inf,0.6294407538282394,0.8255815951631337,0.6294407538282394,0.08144690024304216,0.0,0.25687716599339616,0.32016493263309553,0.003521821549843446
Gemma-2-27B,Gemma-2-27B-Instruct,4608,256000,0.005,24,1,0,225792,265216,4608,1.1746031746031746,0.02040816326530612,21233664,0.010633680555555556,0.9964781784501565,0.997605742209408,0.9976057471139504,0.9973177488919127,0.9967650198986004,0.9964781784501565,0.23839096611623906,0.08144690024304216,0.0,2.9269495266838508,inf,0.744587997678783,0.9175236499417765,0.744587997678783,0.08144690024304216,0.0,0.3136982539659054,0.32016493263309553,0.003521821549843446
Gemma-2-27B,Gemma-2-27B-Instruct,4608,256000,0.01,47,2,1,437760,525824,265216,1.2011695906432749,0.6058479532163743,21233664,0.020616319444444444,0.9964781784501565,0.997605742209408,0.9976057471139504,0.9973952867535134,0.9969354240652566,0.9967650198986004,0.26040737452972335,0.1298321361911222,0.08144690024304216,2.005723560970953,3.197265626471394,0.8133538310647734,0.9536912306191102,0.8133538310647734,0.1298321361911222,0.08144690024304216,0.3565990969874876,0.32016493263309553,0.003521821549843446
Gemma-2-27B,Gemma-2-27B-Instruct,4608,256000,0.02,93,3,3,861696,786432,786432,0.9126559714795008,0.9126559714795008,21233664,0.040581597222222224,0.9964781784501565,0.997605742209408,0.9976057471139504,0.9974489374323762,0.9970591254723216,0.9970591254723216,0.2756411613935539,0.1649564050713829,0.1649564050713829,1.6709939894378365,1.6709939894378365,0.8609348910470302,0.971451009342721,0.8609348910470302,0.1649564050713829,0.1649564050713829,0.3985578264532163,0.32016493263309553,0.003521821549843446
Gemma-2-27B,Gemma-2-27B-Instruct,4608,256000,0.05,231,8,8,2133504,2089472,2089472,0.9793616510679146,0.9793616510679146,21233664,0.10047743055555555,0.9964781784501565,0.997605742209408,0.9976057471139504,0.9975008379420219,0.9973298684448392,0.9973298684448392,0.290377998257984,0.2418322401146272,0.2418322401146272,1.2007414649111565,1.2007414649111565,0.9069637822914012,0.9843341458122183,0.9069637822914012,0.2418322401146272,0.2418322401146272,0.46548498442094094,0.32016493263309553,0.003521821549843446
Gemma-2-27B,Gemma-2-27B-Instruct,4608,256000,0.1,461,16,16,4253184,4174336,4174336,0.9814614180811364,0.9814614180811364,21233664,0.20030381944444445,0.9964781784501565,0.997605742209408,0.9976057471139504,0.9975321126083501,0.9974898436786905,0.9974898436786905,0.2992582512422961,0.28725624345700906,0.28725624345700906,1.0417815384649185,1.0417815384649185,0.9347002770763837,0.9901711563032368,0.9347002770763837,0.28725624345700906,0.28725624345700906,0.5322287335308067,0.32016493263309553,0.003521821549843446
