model_a,model_b,hidden_dim,vocab,rank_w,rank_affine_budgeted,rank_affine_over_h,w_params_with_bias,affine_params_with_bias,affine_over_w_params,identity_R2,full_affine_R2,reported_full_affine_R2,w_rank_R2,rank_affine_R2,w_rank_update_gain,rank_affine_update_gain,rank_affine_gain_over_w_gain,rank_affine_fraction_of_full_affine_gain,w_delta_energy_at_rank,full_affine_update_gain,centered_delta_over_Yc_energy,mean_shift_over_raw_delta,centered_delta_over_raw_delta,w_rank_update_gain_over_raw,rank_affine_update_gain_over_raw,full_affine_update_gain_over_raw,rank_affine_gain_over_w_gain_raw,affine_wins_centered,affine_wins_raw
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,2,75,0.03662109375,310016,309248,0.9975227085053675,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9918226143424306,0.9929134637715868,0.06920953684214017,0.19337541184400553,2.7940573028985147,0.6532537040576096,0.06920953684214017,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.13929818090043933,0.25411434921572357,0.34902872528472334,1.8242474350569364,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,3,112,0.0546875,464000,460800,0.993103448275862,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9919985903868307,0.9930194995755829,0.08924000021160189,0.20544493127794203,2.3021619317660265,0.6940265106995144,0.08924000021160189,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.15782034774883227,0.2652750322519493,0.34902872528472334,1.680867112738396,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,4,150,0.0732421875,617984,616448,0.9975144987572494,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9921501387668831,0.9930982096426839,0.10648998605875126,0.21440410024466075,2.0133733525551643,0.7242920457899231,0.10648998605875126,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.17377140739732924,0.27355957461942665,0.34902872528472334,1.5742496347165518,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,5,187,0.09130859375,771968,768000,0.994859890565412,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9922835827667325,0.9931589342924535,0.12167924184620127,0.22131608009384388,1.818848282877867,0.7476418418978836,0.12167924184620127,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.18781691023012903,0.2799510814786481,0.34902872528472334,1.4905531197144526,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,6,225,0.10986328125,925952,923648,0.9975117500691181,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9923853145772779,0.9932102294872136,0.13325885946736488,0.22715475275621339,1.704612763940424,0.767365831142957,0.13325885946736488,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.19852458112439186,0.2853501013231134,0.34902872528472334,1.4373540027484972,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,7,263,0.12841796875,1079936,1079296,0.9994073722887282,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9924738167107066,0.9932538878205538,0.1433326098338191,0.23212416009641468,1.6194790589911199,0.7841533002477484,0.1433326098338191,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.20783977676589632,0.289945311638276,0.34902872528472334,1.395042451209234,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,8,300,0.146484375,1233920,1230848,0.9975103734439834,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9925538590405775,0.9932911918717705,0.15244342353548393,0.23637029163083714,1.550544366879938,0.7984974256271162,0.15244342353548393,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.2162645449998723,0.2938717089107775,0.34902872528472334,1.3588529220587269,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,9,338,0.1650390625,1387904,1386496,0.9989855206123767,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9926327039380467,0.9933253002264923,0.1614179395612877,0.24025267319121638,1.4883889228433402,0.811612744222681,0.1614179395612877,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.224563278790871,0.2974617466300298,0.34902872528472334,1.3246232787108836,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,10,375,0.18310546875,1541888,1538048,0.9975095467375062,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9926983371068792,0.9933552861535454,0.16888863131709625,0.24366581965375775,1.4427603430349545,0.8231429100689207,0.16888863131709625,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.23147142647680835,0.30061788271590667,0.34902872528472334,1.2987256668849634,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,11,413,0.20166015625,1695872,1693696,0.9987168842931542,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9927551937291732,0.9933834496595835,0.1753603331561299,0.24687152914662142,1.4077957352351882,0.8339723199736048,0.1753603331561299,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.2374558083178388,0.3035822018631523,0.34902872528472334,1.2784787367963735,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,12,451,0.22021484375,1849856,1849344,0.9997232216994187,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9928102789145398,0.9934093308473249,0.1816304012864132,0.24981745388756504,1.3754165168287418,0.8439241345840828,0.1816304012864132,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.2432537394948558,0.3063062980843988,0.34902872528472334,1.2592048891847618,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,13,488,0.23828125,2003840,2000896,0.9985308208240179,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9928603236118273,0.9934326609231096,0.1873267361442013,0.25247299845333226,1.3477680957350495,0.8528949975667919,0.1873267361442013,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.24852113959010896,0.30876187979577707,0.34902872528472334,1.2423968452141512,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,14,526,0.2568359375,2157824,2156544,0.9994068098232294,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9929062127591305,0.993454978773995,0.19255006575844713,0.25501332657681114,1.3244001012013353,0.8614766406017552,0.19255006575844713,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.2533511517987488,0.31111092087809555,0.34902872528472334,1.2279830530442137,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,15,563,0.27490234375,2311808,2308096,0.9983943303250097,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9929485472403411,0.9934753082454574,0.19736878570436547,0.2573273275241244,1.303789383948329,0.8692937134943762,0.19736878570436547,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.2578070215001983,0.3132506772503231,0.34902872528472334,1.2150587498645071,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,16,601,0.29345703125,2465792,2463744,0.9991694352159468,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9929885385344973,0.9934949022627828,0.2019207925154199,0.2595576154456119,1.2854427333222285,0.8768279901220685,0.2019207925154199,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.2620162616008499,0.3153130241985583,0.34902872528472334,1.203410132913428,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,17,639,0.31201171875,2619776,2619392,0.999853422582694,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9930257541439291,0.99351334376226,0.2061568571686419,0.26165671808776947,1.2692118112458766,0.8839191014640458,0.2061568571686419,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.26593335002962676,0.3172540641362175,0.34902872528472334,1.1929833700845465,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,18,676,0.330078125,2773760,2770944,0.9989847715736041,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9930599268357141,0.9935303100180818,0.21004656189161988,0.2635879012037069,1.254902240864639,0.8904429532385274,0.21004656189161988,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.26953015947637277,0.3190398289100233,0.34902872528472334,1.1836887921182364,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,19,714,0.3486328125,2927744,2926592,0.9996065229746863,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9930923263564191,0.993546807185613,0.21373443551602003,0.26546569037131634,1.2420351906813767,0.8967864315405655,0.21373443551602003,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.2729403357327578,0.3207762203068191,0.34902872528472334,1.1752613238554033,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,20,751,0.36669921875,3081728,3078144,0.9988370161156338,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.993123797585213,0.9935620477861373,0.21731664636578088,0.2672004508699483,1.2295443323757376,0.9026467356535741,0.21731664636578088,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.27625280563530386,0.3223803531121865,0.34902872528472334,1.1669758515965194,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,21,789,0.38525390625,3235712,3233792,0.9994066220973931,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9931537224700929,0.9935769276829114,0.22072284470639567,0.2688941542844686,1.2182434248804204,0.908368342235092,0.22072284470639567,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.2794025167937473,0.32394652043726524,0.34902872528472334,1.1594259212646965,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,22,827,0.40380859375,3389696,3389440,0.9999244770032475,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9931827455955973,0.9935910813165575,0.22402640033673124,0.2705051908392487,1.207470148306877,0.9138106866714739,0.22402640033673124,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.2824573142514692,0.3254362457279937,0.34902872528472334,1.1521608020327656,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,23,864,0.421875,3543680,3540992,0.9992414664981036,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9932106623317138,0.9936042261936099,0.2272040212571474,0.27200140573139525,1.1971680968777687,0.9188651447902206,0.2272040212571474,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.28539565989945975,0.3268197954423573,0.34902872528472334,1.1451463401983428,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,24,902,0.4404296875,3697664,3696640,0.9997230684021047,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9932382058781811,0.9936171178843759,0.23033916388669412,0.27346880170873267,1.1872440495757568,0.9238222479109017,0.23033916388669412,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.28829472587745936,0.3281766963099798,0.34902872528472334,1.1383374958079269,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,25,939,0.45849609375,3851648,3848192,0.999102721744043,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.993263334790505,0.9936290935957147,0.2331994609204856,0.2748319363792058,1.1785273228951232,0.9284271393194032,0.2331994609204856,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.29093964216914237,0.32943718676083106,0.34902872528472334,1.132321413144887,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,26,977,0.47705078125,4005632,4003840,0.9995526298971049,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9932879812615628,0.9936408528848033,0.23600484410427772,0.2761704367992119,1.1701896960944884,0.9329488122090103,0.23600484410427772,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.29353377963093935,0.3306748979235091,0.34902872528472334,1.1265309850854897,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,27,1015,0.49560546875,4159616,4159488,0.9999692279287319,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9933118549942018,0.9936520914078525,0.23872227038095367,0.2774496610540317,1.1622278081189357,0.9372702405375276,0.23872227038095367,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.29604658335227196,0.33185779642402047,0.34902872528472334,1.1209647909671567,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,28,1052,0.513671875,4313600,4311040,0.9994065281899109,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9933352605056266,0.9936625608342035,0.24138640140421544,0.278641342920373,1.1543373665601486,0.9412959363890444,0.24138640140421544,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.2985101049597684,0.33295974448939725,0.34902872528472334,1.115405270901204,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,29,1090,0.5322265625,4467584,4466688,0.9997994441738532,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9933579376729403,0.993672857538951,0.243967628699944,0.2798133647598994,1.1469282472062803,0.945255217461059,0.243967628699944,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.30089696550129735,0.3340435129305589,0.34902872528472334,1.1101591283050631,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,30,1127,0.55029296875,4621568,4618240,0.9992798980778818,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9933803401504749,0.9936824532991991,0.24651758944700292,0.2809056016311664,1.1394951664962485,0.9489449718877441,0.24651758944700292,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.30325491386937586,0.3350535042220444,0.34902872528472334,1.1048576260378933,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,31,1165,0.56884765625,4775552,4773888,0.9996515586051623,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9934022261973517,0.9936918791124881,0.24900876750344425,0.28197849429934235,1.132403879294901,0.9525693784390153,0.24900876750344425,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.3055585058911565,0.33604560793147076,0.34902872528472334,1.0997750069218302,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,32,1203,0.58740234375,4929536,4929536,1.0,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9934237007298059,0.993700899134058,0.25145310495382933,0.2830051977478926,1.125479034350587,0.9560377502673595,0.25145310495382933,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.30781878441066557,0.3369950004755724,0.34902872528472334,1.0947837414171009,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,33,1240,0.60546875,5083520,5081088,0.9995215913382853,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9934449042142015,0.9937093005833793,0.2538665903741824,0.28396149224498796,1.1185461301798227,0.9592682691654983,0.2538665903741824,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.31005053406205396,0.3378792858715061,0.34902872528472334,1.0897555357988271,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,34,1278,0.6240234375,5237504,5236736,0.9998533652671197,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.99346522137318,0.9937175447450557,0.25617918985372073,0.28489988348473266,1.112111735724559,0.9624383079381265,0.25617918985372073,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.31218899449721393,0.3387470161277178,0.34902872528472334,1.0850703327107223,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,35,1315,0.64208984375,5391488,5388288,0.999406471831153,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9934853217630779,0.9937252249602917,0.2584671156048265,0.2857740835525874,1.1056496795882957,0.9653914984547894,0.2584671156048265,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.3143046391389312,0.339555388815709,0.34902872528472334,1.0803384568104204,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,36,1353,0.66064453125,5545472,5543936,0.9997230172652571,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9935052449225753,0.9937327626281803,0.2607348681155659,0.2866320581766249,1.0993238466654969,0.9682898767739114,0.2607348681155659,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.3164016295879298,0.34034875783793234,0.34902872528472334,1.0756858562365512,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,37,1390,0.6787109375,5699456,5695488,0.9993037932041233,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9935248186503148,0.9937397670441305,0.2629628465760721,0.2874293354287185,1.0930416185070029,0.970983209463546,0.2629628465760721,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.31846184097789876,0.34108600000828676,0.34902872528472334,1.0710419777795548,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,38,1428,0.697265625,5853440,5851136,0.9996063853050514,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9935439049077456,0.9937466303000553,0.2651353387560793,0.2882105451488568,1.0870318023279664,0.9736222634076837,0.2651353387560793,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.3204707442115739,0.3418083845339512,0.34902872528472334,1.066582178585045,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,39,1466,0.7158203125,6007424,6006784,0.9998934651524514,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9935623979115564,0.9937531772465376,0.2672403038761125,0.28895575096446646,1.0812581290074452,0.9761396902857449,0.2672403038761125,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.3224172051817551,0.34249747625382415,0.34902872528472334,1.0622803955537958,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,40,1503,0.73388671875,6161408,6158336,0.9995014126641183,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9935802475447357,0.9937592453934744,0.269272037370158,0.28964645744871437,1.0756648194054717,0.9784730095270534,0.269272037370158,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.3242959488769984,0.3431361724491409,0.34902872528472334,1.0580957722024718,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,41,1541,0.75244140625,6315392,6313984,0.9997770526358459,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9935979196006842,0.9937651631893769,0.2712835581458716,0.2903200502349216,1.0701719345586507,0.9807485159030723,0.2712835581458716,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.3261560018742536,0.3437590436101259,0.34902872528472334,1.0539712335039568,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,42,1578,0.7705078125,6469376,6465536,0.9994064342527007,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9936152328604504,0.9937706444990586,0.2732542389662837,0.29094396000155703,1.0647372245795463,0.9828561849296864,0.2732542389662837,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.32797829017020236,0.3443359728894346,0.34902872528472334,1.0498742850044847,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,43,1616,0.7890625,6623360,6621184,0.9996714658421103,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9936323487736455,0.9937759780589348,0.27520245682433087,0.2915510521548929,1.0594057026932642,0.9849070413135936,0.27520245682433087,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.32977980696780096,0.34489735092393287,0.34902872528472334,1.0458413269603495,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,44,1654,0.8076171875,6777344,6776832,0.999924454181461,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.993649059935613,0.9937810121306492,0.27710460389664887,0.2921240550850265,1.0542013773036387,0.9868427387374604,0.27710460389664887,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.33153872211588337,0.34542720665821075,0.34902872528472334,1.0418909877364881,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,45,1691,0.82568359375,6931328,6928384,0.999575261768019,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9936655678548907,0.9937856364220935,0.2789836168811886,0.2926504147989312,1.0489878153797214,0.988620867763773,0.2789836168811886,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.333276245176034,0.34591393141656457,0.34902872528472334,1.03791955299381,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,46,1729,0.84423828125,7085312,7084032,0.999819344582144,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9936816706761102,0.993790114004224,0.2808165196020337,0.2931600753334329,1.043955945857075,0.9903425842364121,0.2808165196020337,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.3349711300813989,0.3463852144459164,0.34902872528472334,1.0340748301554938,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,47,1766,0.8623046875,7239296,7235584,0.9994872429584313,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9936974238921565,0.9937941984539498,0.28260962853366284,0.29362498759404937,1.0389772957048222,0.9919131337360274,0.28260962853366284,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.3366292176750995,0.3468151187522806,0.34902872528472334,1.0302585175093508,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,48,1804,0.880859375,7393280,7391232,0.9997229916897507,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9937129010311018,0.9937981082745041,0.2843713130047603,0.29407002269904065,1.0341057949615262,0.9934165349595797,0.2843713130047603,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.3382582470742715,0.3472266426554474,0.34902872528472334,1.0265134572733912,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,49,1842,0.8994140625,7547264,7546880,0.9999491206349744,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9937281705919753,0.9938017354281773,0.2861093699135109,0.2944828832621559,1.02926682670748,0.9948112453291272,0.2861093699135109,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.33986542806964276,0.34760841476396487,0.34902872528472334,1.0227825075892552,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,50,1879,0.91748046875,7701248,7698432,0.9996343449788917,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9937433433871311,0.9938049886985402,0.28783641246988917,0.2948531865784708,1.0243776457897442,0.9960621903727643,0.28783641246988917,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.34146242409482125,0.3479508341919525,0.34902872528472334,1.0190018275490527,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,51,1917,0.93603515625,7855232,7854080,0.999853346151966,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9937584693601655,0.9938080290149581,0.289558125500926,0.2951992504239736,1.0194818394865923,0.9972312505276174,0.289558125500926,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.34305449190861614,0.348270839384462,0.34902872528472334,1.015205594443099,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,52,1954,0.9541015625,8009216,8005632,0.9995525155021415,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9937733953854,0.9938106739445729,0.29125707948485674,0.29550030938881555,1.0145686755888088,0.9982482768498749,0.29125707948485674,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.3446255144345395,0.34854922856973214,0.34902872528472334,1.0113854429543057,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,53,1992,0.97265625,8163200,8161280,0.9997647981183849,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9937880762014504,0.9938130270162975,0.29292812254718464,0.29576814764569603,1.009695296831918,0.9991530781983351,0.29292812254718464,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.34617072773492047,0.34879689857071106,0.34902872528472334,1.0075863457692518,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,54,2030,0.9912109375,8317184,8316928,0.9999692203515036,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9938026038918222,0.9938148563739231,0.29458173608774785,0.29597637417468353,1.0047342992320483,0.9998565014001116,0.29458173608774785,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.3476998239588136,0.34898944561473244,0.34902872528472334,1.0037090086536011,1,1
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,55,2048,1.0,8471168,8390656,0.9904957616234267,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9938170008270845,0.9938152295635724,0.2962204664353205,0.29601885246555293,0.9993193786634874,1.0,0.2962204664353205,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.34921515769610206,0.34902872528472334,0.34902872528472334,0.9994661388336958,0,0
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,56,2048,1.0,8625152,8390656,0.9728125371007954,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9938312364861508,0.9938152295635724,0.2978408395289394,0.29601885246555293,0.993882682219577,1.0,0.2978408395289394,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.3507135164830692,0.34902872528472334,0.34902872528472334,0.995196104172885,0,0
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,57,2048,1.0,8779136,8390656,0.9557496318544331,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9938451789000047,0.9938152295635724,0.29942783400273487,0.29601885246555293,0.9886150145375235,1.0,0.29942783400273487,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.35218101006466707,0.34902872528472334,0.34902872528472334,0.9910492482846679,0,0
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,58,2048,1.0,8933120,8390656,0.9392749677604242,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9938587099728512,0.9938152295635724,0.3009680076094568,0.29601885246555293,0.9835558763098634,1.0,0.3009680076094568,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.3536052083966281,0.34902872528472334,0.34902872528472334,0.9870576478987507,0,0
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,59,2048,1.0,9087104,8390656,0.923358640992774,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9938721489621921,0.9938152295635724,0.3024976998163406,0.29601885246555293,0.9785821599479226,1.0,0.3024976998163406,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.3550197145795348,0.34902872528472334,0.34902872528472334,0.9831249109590806,0,0
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,60,2048,1.0,9241088,8390656,0.9079727408720705,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9938854623988816,0.9938152295635724,0.3040131009997163,0.29601885246555293,0.9737042630469704,1.0,0.3040131009997163,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.3564210058548794,0.34902872528472334,0.34902872528472334,0.9792596944379706,0,0
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,61,2048,1.0,9395072,8390656,0.8930911865284268,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9938985472742524,0.9938152295635724,0.3055024862038328,0.29601885246555293,0.9689572616703606,1.0,0.3055024862038328,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.3577982401576181,0.34902872528472334,0.34902872528472334,0.9754903353660108,0,0
Qwen3-1.7B-Base,Qwen3-1.7B,2048,151936,62,2048,1.0,9549056,8390656,0.8786895793678454,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9939115152677349,0.9938152295635724,0.3069785673335785,0.29601885246555293,0.9642981105709697,1.0,0.3069785673335785,0.29601885246555293,0.008785420544411506,0.07530013126747336,0.9246998687325266,0.3591631721845325,0.34902872528472334,0.34902872528472334,0.9717831679730176,0,0
