model_a,model_b,hidden_dim,vocab,baseline_rank_w,baseline_w_params,baseline_w_gain,identity_R2,delta_over_Yc_energy,full_affine_gain_over_delta,residual_gain_over_delta,same_budget_hybrid_gain,same_budget_rank_affine,same_budget_rank_residual_w,same_budget_hybrid_params,same_budget_mode,same_budget_gain_over_w,same_budget_param_ratio,match_hybrid_params,match_rank_affine,match_rank_residual_w,match_hybrid_gain,match_mode,match_param_ratio_over_w,match_param_saving
Qwen3-4B-Base,Qwen3-4B,2560,151936,4,620544,0.08619537204504013,0.9859308098198453,0.014069190180154734,0.29821138516231127,0.7017885897060341,0.2062116852030158,90,1,617856,decomposed_hybrid,2.3923753713280904,0.9956683168316832,33280,6,0,0.0866243913769722,decomposed_hybrid,0.05363036303630363,0.9463696369636964
Qwen3-4B-Base,Qwen3-4B,2560,151936,8,1238528,0.12820656597614288,0.9859308098198453,0.014069190180154734,0.29821138516231127,0.7017885897060341,0.23557206895202398,211,1,1237376,decomposed_hybrid,1.8374415316284194,0.9990698635799917,84480,16,0,0.1297527402639389,decomposed_hybrid,0.06821000413393964,0.9317899958660604
Qwen3-4B-Base,Qwen3-4B,2560,151936,16,2474496,0.17364497482776642,0.9859308098198453,0.014069190180154734,0.29821138516231127,0.7017885897060341,0.2672639973461628,331,5,2469760,decomposed_hybrid,1.5391404076694672,0.9980860749017174,258560,50,0,0.1739872694015503,decomposed_hybrid,0.10448996482516036,0.8955100351748396
Qwen3-4B-Base,Qwen3-4B,2560,151936,32,4946432,0.2219008207321167,0.9859308098198453,0.014069190180154734,0.29821138516231127,0.7017885897060341,0.3032209239900112,543,14,4945664,decomposed_hybrid,1.3664704933924776,0.9998447365697133,884096,142,1,0.22195619251579046,decomposed_hybrid,0.17873408549839562,0.8212659145016044
Qwen3-4B-Base,Qwen3-4B,2560,151936,64,9890304,0.2800915539264679,0.9859308098198453,0.014069190180154734,0.29821138516231127,0.7017885897060341,0.34826888889074326,875,35,9889920,decomposed_hybrid,1.2434108919334779,0.9999611740953565,3213952,416,7,0.2801138609647751,decomposed_hybrid,0.324959879898535,0.6750401201014651
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,1,153728,0.12014422565698624,0.986895013765239,0.013104986234760993,0.25682551061798764,0.7431745111245006,0.18956543505191803,85,0,153216,decomposed_hybrid,1.5778156129877643,0.9966694421315571,4480,2,0,0.12323401123285294,decomposed_hybrid,0.029142381348875937,0.9708576186511241
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,2,306560,0.14315257966518402,0.986895013765239,0.013104986234760993,0.25682551061798764,0.7431745111245006,0.20799358934164047,85,1,306048,decomposed_hybrid,1.4529503403159865,0.998329853862213,11648,6,0,0.14348502457141876,decomposed_hybrid,0.037995824634655534,0.9620041753653444
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,4,612224,0.16040636599063873,0.986895013765239,0.013104986234760993,0.25682551061798764,0.7431745111245006,0.23578187078237534,255,1,610688,decomposed_hybrid,1.4699034500671595,0.9974911143633702,29568,16,0,0.16132289171218872,decomposed_hybrid,0.048296048505122306,0.9517039514948777
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,8,1223552,0.180696040391922,0.986895013765239,0.013104986234760993,0.25682551061798764,0.7431745111245006,0.2644312847405672,511,2,1222272,decomposed_hybrid,1.4634038696532976,0.9989538654670991,95872,53,0,0.1807653158903122,decomposed_hybrid,0.07835547651427974,0.9216445234857202
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,16,2446208,0.20363521575927734,0.986895013765239,0.013104986234760993,0.25682551061798764,0.7431745111245006,0.2898448444902897,852,6,2444672,decomposed_hybrid,1.4233532417738741,0.9993720893726127,275584,68,1,0.2036414071917534,decomposed_hybrid,0.11265763173041704,0.8873423682695829
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,32,4891520,0.23176175355911255,0.986895013765239,0.013104986234760993,0.25682551061798764,0.7431745111245006,0.3118528164923191,852,22,4889984,decomposed_hybrid,1.3455749781975082,0.9996859871778098,555136,224,1,0.2318735048174858,decomposed_hybrid,0.11348946748658903,0.8865105325134109
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,64,9782144,0.2745168209075928,0.986895013765239,0.013104986234760993,0.25682551061798764,0.7431745111245006,0.3474431186914444,852,54,9780608,decomposed_hybrid,1.265653294187025,0.99984297920783,1548416,693,2,0.2745194900780916,decomposed_hybrid,0.15829004357326984,0.8417099564267302
Qwen3-14B-Base,Qwen3-14B,5120,151936,1,162176,0.00788204651325941,0.995181645320977,0.0048183546790230795,0.07883679992740748,0.9211633177342248,0.00788204651325941,0,1,162176,pure_W_fallback,1.0,1.0,162176,0,1,0.00788204651325941,pure_W_fallback,1.0,0.0
Qwen3-14B-Base,Qwen3-14B,5120,151936,2,319232,0.01489404495805502,0.995181645320977,0.0048183546790230795,0.07883679992740748,0.9211633177342248,0.01489404495805502,0,2,319232,pure_W_fallback,1.0,1.0,319232,0,2,0.01489404495805502,pure_W_fallback,1.0,0.0
Qwen3-14B-Base,Qwen3-14B,5120,151936,4,633344,0.02315603941679001,0.995181645320977,0.0048183546790230795,0.07883679992740748,0.9211633177342248,0.02315603941679001,0,4,633344,pure_W_fallback,1.0,1.0,633344,0,4,0.02315603941679001,pure_W_fallback,1.0,0.0
Qwen3-14B-Base,Qwen3-14B,5120,151936,8,1261568,0.0368153415620327,0.995181645320977,0.0048183546790230795,0.07883679992740748,0.9211633177342248,0.0368153415620327,0,8,1261568,pure_W_fallback,1.0,1.0,1261568,0,8,0.0368153415620327,pure_W_fallback,1.0,0.0
Qwen3-14B-Base,Qwen3-14B,5120,151936,16,2518016,0.06001419946551323,0.995181645320977,0.0048183546790230795,0.07883679992740748,0.9211633177342248,0.06001419946551323,0,16,2518016,pure_W_fallback,1.0,1.0,2518016,0,16,0.06001419946551323,pure_W_fallback,1.0,0.0
