model_a,model_b,source_tasks,align_mode,n_common,n_fit,hidden_dim_a,hidden_dim_b,vocab_size_a,vocab_size_b,actual_tied_a,actual_tied_b,R2_E,rel_err_E,norm_A_E,norm_b_E,R2_U,rel_err_U,norm_A_U,norm_b_U
Qwen2.5-3B-Instruct,Qwen3.5-0.8B-Instruct,task3_cross_scale_groups,string,131586,24000,2048,1024,151936,248320,True,True,0.44890873461617953,0.68266997007152,15.438225746154785,0.13108646869659424,0.44890873461617953,0.68266997007152,15.438225746154785,0.13108646869659424
Qwen2.5-3B-Instruct,Qwen3.5-4B-Instruct,task3_cross_scale_groups,string,131586,24000,2048,2560,151936,248320,True,True,0.3533458902484091,0.7613352253791297,15.31301498413086,0.10490784794092178,0.3533458902484091,0.7613352253791297,15.31301498413086,0.10490784794092178
Qwen2.5-0.5B-Instruct,Qwen3.5-2B-Instruct,task3_cross_scale_groups,string,131586,24000,896,2048,151936,248320,True,True,0.22870921626883967,0.8132157568700306,22.858173370361328,0.12559720873832703,0.22870921626883967,0.8132157568700306,22.858173370361328,0.12559720873832703
Llama-3.2-1B-Instruct,Gemma-3-1B-Instruct,task3_cross_scale_groups,string,25036,24000,2048,1152,128256,262144,True,True,0.4132528706939105,0.7416573970174676,27.05944061279297,0.3271926939487457,0.4132528706939105,0.7416573970174676,27.05944061279297,0.3271926939487457
Qwen2.5-3B-Instruct,Gemma-4-E4B-Instruct,task3_cross_scale_groups,string,24519,24000,2048,2560,151936,262144,True,True,0.3991280264546996,0.7232998024486336,29.09083366394043,0.4617293179035187,0.3991280264546996,0.7232998024486336,29.09083366394043,0.4617293179035187
Qwen2.5-3B-Instruct,Qwen3.5-2B-Instruct,task3_cross_scale_groups,string,131586,24000,2048,2048,151936,248320,True,True,0.3734679066412956,0.7329538667571505,15.597678184509277,0.11596120893955231,0.3734679066412956,0.7329538667571505,15.597678184509277,0.11596120893955231
Llama-3.2-1B-Instruct,Gemma-2-2B-Instruct,task3_cross_scale_groups,string,25632,24000,2048,2304,128256,256000,True,True,0.367477405452205,0.7515848176159614,45.905921936035156,0.7132498621940613,0.367477405452205,0.7515848176159614,45.905921936035156,0.7132498621940613
Qwen2.5-1.5B-Instruct,Gemma-4-E4B-Instruct,task3_cross_scale_groups,string,24519,24000,1536,2560,151936,262144,True,True,0.3498341572730379,0.7524408613821196,26.999343872070312,0.4819129407405853,0.3498341572730379,0.7524408613821196,26.999343872070312,0.4819129407405853
Llama-3.2-1B-Instruct,Gemma-4-E2B-Instruct,task3_cross_scale_groups,string,25036,24000,2048,1536,128256,262144,True,True,0.4108713076737519,0.7105393871840896,34.19624710083008,0.4675106406211853,0.4108713076737519,0.7105393871840896,34.19624710083008,0.4675106406211853
Llama-3.2-1B-Instruct,Gemma-4-E4B-Instruct,task3_cross_scale_groups,string,25036,24000,2048,2560,128256,262144,True,True,0.38735488666895157,0.7304041024840829,33.43806076049805,0.48699477314949036,0.38735488666895157,0.7304041024840829,33.43806076049805,0.48699477314949036
Llama-3.2-1B-Instruct,Qwen3.5-0.8B-Instruct,task3_cross_scale_groups,string,115771,24000,2048,1024,128256,248320,True,True,0.44929012310849026,0.6808585564281778,18.830110549926758,0.15100687742233276,0.44929012310849026,0.6808585564281778,18.830110549926758,0.15100687742233276
Llama-3.2-1B-Instruct,Qwen3.5-2B-Instruct,task3_cross_scale_groups,string,115771,24000,2048,2048,128256,248320,True,True,0.37121073944368943,0.7333607169172276,18.938861846923828,0.14538390934467316,0.37121073944368943,0.7333607169172276,18.938861846923828,0.14538390934467316
Llama-3.2-1B-Instruct,Qwen3.5-4B-Instruct,task3_cross_scale_groups,string,115771,24000,2048,2560,128256,248320,True,True,0.3525951251270305,0.7605269262880908,18.57398796081543,0.1531246304512024,0.3525951251270305,0.7605269262880908,18.57398796081543,0.1531246304512024
Llama-3.2-3B-Instruct,Qwen3.5-0.8B-Instruct,task3_cross_scale_groups,string,115771,24000,3072,1024,128256,248320,True,True,0.49523903535790603,0.6521930986125792,20.680505752563477,0.1410852074623108,0.49523903535790603,0.6521930986125792,20.680505752563477,0.1410852074623108
Llama-3.2-3B-Instruct,Gemma-4-E4B-Instruct,task3_cross_scale_groups,string,25036,24000,3072,2560,128256,262144,True,True,0.4633670352180297,0.6836033135695364,39.113494873046875,0.4905480444431305,0.4633670352180297,0.6836033135695364,39.113494873046875,0.4905480444431305
Llama-3.2-3B-Instruct,Gemma-4-E2B-Instruct,task3_cross_scale_groups,string,25036,24000,3072,1536,128256,262144,True,True,0.48041112296485033,0.6672623150040994,39.32191467285156,0.4659021198749542,0.48041112296485033,0.6672623150040994,39.32191467285156,0.4659021198749542
Llama-3.2-3B-Instruct,Qwen3.5-2B-Instruct,task3_cross_scale_groups,string,115771,24000,3072,2048,128256,248320,True,True,0.4371124297389408,0.6937153929771859,21.647857666015625,0.151523157954216,0.4371124297389408,0.6937153929771859,21.647857666015625,0.151523157954216
Llama-3.2-3B-Instruct,Gemma-3-1B-Instruct,task3_cross_scale_groups,string,25036,24000,3072,1152,128256,262144,True,True,0.46690378558778234,0.7069358252331679,30.62744140625,0.2998203933238983,0.46690378558778234,0.7069358252331679,30.62744140625,0.2998203933238983
Llama-3.2-3B-Instruct,Qwen3.5-4B-Instruct,task3_cross_scale_groups,string,115771,24000,3072,2560,128256,248320,True,True,0.43676012067020387,0.7094181386099274,21.760793685913086,0.1669643372297287,0.43676012067020387,0.7094181386099274,21.760793685913086,0.1669643372297287
Qwen2.5-3B-Instruct,Gemma-3-4B-Instruct,task3_cross_scale_groups,string,24519,24000,2048,2560,151936,262208,True,True,0.40375842034491105,0.7584399423597723,24.648754119873047,0.24621349573135376,0.40375842034491105,0.7584399423597723,24.648754119873047,0.24621349573135376
Llama-3.2-3B-Instruct,Gemma-2-2B-Instruct,task3_cross_scale_groups,string,25632,24000,3072,2304,128256,256000,True,True,0.4369566419979469,0.7090455532233604,53.9501953125,0.779955267906189,0.4369566419979469,0.7090455532233604,53.9501953125,0.779955267906189
Gemma-2-2B-Instruct,Gemma-3-4B-Instruct,task3_cross_scale_groups,string,180863,24000,2304,2560,256000,262208,True,True,0.37304453037164864,0.7792571327217962,25.376924514770508,0.5548495650291443,0.37304453037164864,0.7792571327217962,25.376924514770508,0.5548495650291443
Gemma-2-2B-Instruct,Gemma-4-E4B-Instruct,task3_cross_scale_groups,string,180863,24000,2304,2560,256000,262144,True,True,0.3711015798095936,0.7455254682151935,33.44883346557617,0.7477438449859619,0.3711015798095936,0.7455254682151935,33.44883346557617,0.7477438449859619
Gemma-3-1B-Instruct,Gemma-4-E2B-Instruct,task3_cross_scale_groups,id,262137,24000,1152,1536,262144,262144,True,True,0.2966735021643805,0.7726290758214135,21.636823654174805,0.4849052429199219,0.2966735021643805,0.7726290758214135,21.636823654174805,0.4849052429199219
Gemma-2-2B-Instruct,Gemma-3-1B-Instruct,task3_cross_scale_groups,string,180863,24000,2304,1152,256000,262144,True,True,0.4062979705884392,0.7386760530659293,23.026126861572266,0.6246324181556702,0.4062979705884392,0.7386760530659293,23.026126861572266,0.6246324181556702
Gemma-2-2B-Instruct,Qwen3.5-2B-Instruct,task3_cross_scale_groups,string,31331,24000,2304,2048,256000,248320,True,True,0.3576564317336558,0.7343234769409783,15.7424898147583,0.386123925447464,0.3576564317336558,0.7343234769409783,15.7424898147583,0.386123925447464
Gemma-2-2B-Instruct,Qwen3.5-4B-Instruct,task3_cross_scale_groups,string,31331,24000,2304,2560,256000,248320,True,True,0.3444884324097709,0.7565527999640741,15.4395170211792,0.36248716711997986,0.3444884324097709,0.7565527999640741,15.4395170211792,0.36248716711997986
Llama-3.2-1B-Instruct,Gemma-3-4B-Instruct,task3_cross_scale_groups,string,25036,24000,2048,2560,128256,262208,True,True,0.39311552151695206,0.7652344784416433,28.531471252441406,0.31214380264282227,0.39311552151695206,0.7652344784416433,28.531471252441406,0.31214380264282227
Gemma-3-1B-Instruct,Gemma-4-E4B-Instruct,task3_cross_scale_groups,id,262137,24000,1152,2560,262144,262144,True,True,0.27191782237458273,0.80061782448067,21.671627044677734,0.452426940202713,0.27191782237458273,0.80061782448067,21.671627044677734,0.452426940202713
Gemma-2-2B-Instruct,Qwen3.5-0.8B-Instruct,task3_cross_scale_groups,string,31331,24000,2304,1024,256000,248320,True,True,0.42117520046206935,0.6894658429692551,15.811683654785156,0.4203486442565918,0.42117520046206935,0.6894658429692551,15.811683654785156,0.4203486442565918
Gemma-3-1B-Instruct,Qwen3.5-4B-Instruct,task3_cross_scale_groups,string,29832,24000,1152,2560,262144,248320,True,True,0.24942189051775987,0.8130004303302122,12.259931564331055,0.19512253999710083,0.24942189051775987,0.8130004303302122,12.259931564331055,0.19512253999710083
Gemma-3-1B-Instruct,Qwen3.5-0.8B-Instruct,task3_cross_scale_groups,string,29832,24000,1152,1024,262144,248320,True,True,0.35236774506381574,0.7324925720035395,13.03870677947998,0.20922455191612244,0.35236774506381574,0.7324925720035395,13.03870677947998,0.20922455191612244
Gemma-3-4B-Instruct,Gemma-4-E4B-Instruct,task3_cross_scale_groups,string,262120,24000,2560,2560,262208,262144,True,True,0.42852560543503493,0.7093482808256162,35.18395233154297,0.40493065118789673,0.42852560543503493,0.7093482808256162,35.18395233154297,0.40493065118789673
Llama-3.2-3B-Instruct,Gemma-3-4B-Instruct,task3_cross_scale_groups,string,25036,24000,3072,2560,128256,262208,True,True,0.47335070279082714,0.7128581970715407,33.35490798950195,0.30217245221138,0.47335070279082714,0.7128581970715407,33.35490798950195,0.30217245221138
Gemma-3-4B-Instruct,Qwen3.5-0.8B-Instruct,task3_cross_scale_groups,string,29832,24000,2560,1024,262208,248320,True,True,0.4736861296537501,0.6604926290158356,19.363872528076172,0.2326657921075821,0.4736861296537501,0.6604926290158356,19.363872528076172,0.2326657921075821
Gemma-3-4B-Instruct,Qwen3.5-4B-Instruct,task3_cross_scale_groups,string,29832,24000,2560,2560,262208,248320,True,True,0.40601680018849273,0.7234339575574008,20.757394790649414,0.21728511154651642,0.40601680018849273,0.7234339575574008,20.757394790649414,0.21728511154651642
Gemma-3-4B-Instruct,Gemma-4-E2B-Instruct,task3_cross_scale_groups,string,262120,24000,2560,1536,262208,262144,True,True,0.44606487271650985,0.6858439640782298,35.33872604370117,0.4411582946777344,0.44606487271650985,0.6858439640782298,35.33872604370117,0.4411582946777344
Gemma-3-4B-Instruct,Qwen3.5-2B-Instruct,task3_cross_scale_groups,string,29832,24000,2560,2048,262208,248320,True,True,0.41111658614632607,0.70656712248059,20.6560001373291,0.2367311269044876,0.41111658614632607,0.70656712248059,20.6560001373291,0.2367311269044876
Gemma-4-E2B-Instruct,Qwen3.5-4B-Instruct,task3_cross_scale_groups,string,29832,24000,1536,2560,262144,248320,True,True,0.3132750248787538,0.777735325605753,12.300085067749023,0.4485749900341034,0.3132750248787538,0.777735325605753,12.300085067749023,0.4485749900341034
Gemma-4-E2B-Instruct,Qwen3.5-0.8B-Instruct,task3_cross_scale_groups,string,29832,24000,1536,1024,262144,248320,True,True,0.4000770925495474,0.7049516365467201,12.183551788330078,0.4178539216518402,0.4000770925495474,0.7049516365467201,12.183551788330078,0.4178539216518402
Gemma-2-2B-Instruct,Gemma-4-E2B-Instruct,task3_cross_scale_groups,string,180863,24000,2304,1536,256000,262144,True,True,0.3951917171354562,0.7201270954524792,27.498931884765625,0.5681928396224976,0.3951917171354562,0.7201270954524792,27.498931884765625,0.5681928396224976
Gemma-4-E4B-Instruct,Qwen3.5-0.8B-Instruct,task3_cross_scale_groups,string,29832,24000,2560,1024,262144,248320,True,True,0.46140165818481527,0.6683454584996601,15.622821807861328,0.3640066981315613,0.46140165818481527,0.6683454584996601,15.622821807861328,0.3640066981315613
Gemma-4-E4B-Instruct,Qwen3.5-2B-Instruct,task3_cross_scale_groups,string,29832,24000,2560,2048,262144,248320,True,True,0.3975774159965897,0.7146194081221364,16.741052627563477,0.39442265033721924,0.3975774159965897,0.7146194081221364,16.741052627563477,0.39442265033721924
Gemma-4-E4B-Instruct,Qwen3.5-4B-Instruct,task3_cross_scale_groups,string,29832,24000,2560,2560,262144,248320,True,True,0.39225674472009175,0.731486894853309,16.86138343811035,0.37583842873573303,0.39225674472009175,0.731486894853309,16.86138343811035,0.37583842873573303
Gemma-3-1B-Instruct,Qwen3.5-2B-Instruct,task3_cross_scale_groups,string,29832,24000,1152,2048,262144,248320,True,True,0.26884146571012824,0.7874658530564203,12.633508682250977,0.21560388803482056,0.26884146571012824,0.7874658530564203,12.633508682250977,0.21560388803482056
Gemma-4-E2B-Instruct,Qwen3.5-2B-Instruct,task3_cross_scale_groups,string,29832,24000,1536,2048,262144,248320,True,True,0.3263449533013605,0.7558911592795744,12.439435005187988,0.4398987889289856,0.3263449533013605,0.7558911592795744,12.439435005187988,0.4398987889289856
Qwen3-8B,Gemma-4-26B-A4B-Instruct,task3_cross_scale_groups,string,24519,24000,4096,2816,151936,262144,False,True,0.30153080562029355,0.7923016761222377,50.12989044189453,0.4983741343021393,0.493820529242859,0.6744802078210044,39.46195602416992,0.5914189219474792
Qwen3-8B,Qwen2.5-7B-Instruct,task3_cross_scale_groups,string,151643,24000,4096,3584,151936,152064,False,False,0.343258614490206,0.806267246878923,30.255098342895508,0.02789722941815853,0.3863808137482223,0.7543348141851092,17.4838924407959,0.11551381647586823
Qwen3-8B,Gemma-2-9B-Instruct,task3_cross_scale_groups,string,25138,24000,4096,3584,151936,256000,False,True,0.33902391322604863,0.7236753141640514,47.376014709472656,0.901747465133667,0.5085362275152252,0.6240173136220767,37.93662643432617,0.715410590171814
Qwen3-8B,Llama-3.1-8B-Instruct,task3_cross_scale_groups,string,109566,24000,4096,4096,151936,128256,False,False,0.2555806515424034,0.8555511051436299,23.433189392089844,0.08831240981817245,0.4277202294783675,0.7368646079980689,23.050691604614258,0.1298261284828186
Qwen3-14B,Qwen2.5-7B-Instruct,task3_cross_scale_groups,string,151643,24000,5120,3584,151936,152064,False,False,0.37893021368876467,0.7840646269258678,57.61162185668945,0.0310922022908926,0.4316728549645895,0.7259189304325787,23.12774658203125,0.08022864162921906
Qwen3-14B,Gemma-2-9B-Instruct,task3_cross_scale_groups,string,25138,24000,5120,3584,151936,256000,False,True,0.3679436321869999,0.7076883037455329,90.92583465576172,0.9433110952377319,0.5493694820287891,0.5975502223961239,50.18330001831055,0.635718822479248
Qwen3-8B,Gemma-3-12B-Instruct,task3_cross_scale_groups,string,24519,24000,4096,3840,151936,262208,False,True,0.3141046399339965,0.8127215942981901,29.837907791137695,0.18073150515556335,0.5152214023870019,0.6832577803859334,23.863544464111328,0.24760103225708008
Qwen3-8B,Qwen3.5-9B-Instruct,task3_cross_scale_groups,string,131586,24000,4096,4096,151936,248320,False,False,0.25494081729686446,0.8581652778984652,31.859670639038086,0.1105431541800499,0.45995188206792526,0.7129054011430318,25.447656631469727,0.13375288248062134
Qwen3-14B,Qwen3.5-9B-Instruct,task3_cross_scale_groups,string,131586,24000,5120,4096,151936,248320,False,False,0.29199974182547406,0.8365747439725985,62.57846450805664,0.10604055970907211,0.5012055353281853,0.6850863489841056,33.60418701171875,0.13792133331298828
Qwen3-8B,Qwen2.5-14B-Instruct,task3_cross_scale_groups,string,151643,24000,4096,5120,151936,152064,False,False,0.2993662105375209,0.8352614365866224,44.65342330932617,0.03954806178808212,0.42317173523453544,0.7536878267190623,31.904024124145508,0.1488812267780304
Qwen3-14B,Qwen2.5-14B-Instruct,task3_cross_scale_groups,string,151643,24000,5120,5120,151936,152064,False,False,0.33958332208967346,0.8109241546217641,85.9032974243164,0.04169822484254837,0.48042134966342365,0.7153266113332534,42.36992645263672,0.09881928563117981
Qwen2.5-7B-Instruct,Llama-3.1-8B-Instruct,task3_cross_scale_groups,string,109566,24000,3584,4096,152064,128256,False,False,0.23177049612364042,0.8691399332183006,46.74325942993164,0.07655521482229233,0.3647901034440266,0.7764495705247719,53.893741607666016,0.23325306177139282
Qwen2.5-7B-Instruct,Gemma-2-9B-Instruct,task3_cross_scale_groups,string,25138,24000,3584,3584,152064,256000,False,True,0.3140153871955774,0.737267341429908,97.61454772949219,0.8401724100112915,0.4450459549511544,0.66312640287519,102.10580444335938,0.8479775190353394
Qwen3-14B,Gemma-4-26B-A4B-Instruct,task3_cross_scale_groups,string,24519,24000,5120,2816,151936,262144,False,True,0.33457626018538733,0.7733345093618097,96.57805633544922,0.4976809322834015,0.5378236212996668,0.6444988072002953,52.32624816894531,0.5376799702644348
Qwen3-14B,Llama-3.1-8B-Instruct,task3_cross_scale_groups,string,109566,24000,5120,4096,151936,128256,False,False,0.29029059408798463,0.8353744467820925,46.30482482910156,0.08330726623535156,0.48245503248013666,0.700811397503885,30.77353286743164,0.089075967669487
Qwen3-14B,Gemma-3-12B-Instruct,task3_cross_scale_groups,string,24519,24000,5120,3840,151936,262208,False,True,0.34556652966581836,0.7938673316457261,57.35732650756836,0.17290139198303223,0.5579225948644464,0.6524756947856035,31.669349670410156,0.22700196504592896
Qwen2.5-7B-Instruct,Gemma-3-12B-Instruct,task3_cross_scale_groups,string,24519,24000,3584,3840,152064,262208,False,True,0.2844704673720464,0.8300922231820459,61.55879592895508,0.16714170575141907,0.4387473156375259,0.7351767753644236,64.65143585205078,0.4023808240890503
Qwen2.5-7B-Instruct,Qwen3.5-9B-Instruct,task3_cross_scale_groups,string,131586,24000,3584,4096,152064,248320,False,False,0.22668147211303324,0.8743057457358351,62.976322174072266,0.091898113489151,0.369752195413644,0.7699844150020762,60.467132568359375,0.2786746323108673
Qwen2.5-14B-Instruct,Gemma-3-12B-Instruct,task3_cross_scale_groups,string,24519,24000,5120,3840,152064,262208,False,True,0.3451970384693708,0.7940883910446311,71.18092346191406,0.16104358434677124,0.5510063158668481,0.6575573635590176,39.822547912597656,0.2860056161880493
Qwen2.5-7B-Instruct,Gemma-4-26B-A4B-Instruct,task3_cross_scale_groups,string,24519,24000,3584,2816,152064,262144,False,True,0.27095224606730806,0.8094566173255904,102.95994567871094,0.47887295484542847,0.4198744645447343,0.7220654762091999,103.50019073486328,0.7024874687194824
Qwen2.5-14B-Instruct,Llama-3.1-8B-Instruct,task3_cross_scale_groups,string,109566,24000,5120,4096,152064,128256,False,False,0.2930070575967647,0.8337602787694769,56.29109573364258,0.0807826891541481,0.48472904257150484,0.6993341569915459,37.826263427734375,0.10730384290218353
Qwen2.5-14B-Instruct,Gemma-2-9B-Instruct,task3_cross_scale_groups,string,25138,24000,5120,3584,152064,256000,False,True,0.3680692211320292,0.7075909774115167,113.08854675292969,0.7926303744316101,0.5452749870981056,0.6002358823514983,63.8142204284668,0.7339850068092346
Qwen2.5-14B-Instruct,Gemma-4-26B-A4B-Instruct,task3_cross_scale_groups,string,24519,24000,5120,2816,152064,262144,False,True,0.3340098681470042,0.7736634526019984,119.67752838134766,0.49254122376441956,0.5292886817640394,0.6504224230367063,65.39332580566406,0.5913659334182739
Llama-3.1-8B-Instruct,Gemma-2-9B-Instruct,task3_cross_scale_groups,string,25632,24000,4096,3584,128256,256000,False,True,0.38421650426422715,0.6982270364728713,79.61883544921875,0.8230314254760742,0.5080566078414137,0.6240799135608215,75.37127685546875,0.7762089967727661
Qwen2.5-14B-Instruct,Qwen3.5-9B-Instruct,task3_cross_scale_groups,string,131586,24000,5120,4096,152064,248320,False,False,0.29012155908037196,0.837673448987801,77.04454803466797,0.09321904182434082,0.48729818350732057,0.6943103664053556,41.18629455566406,0.17221614718437195
Llama-3.1-8B-Instruct,Gemma-4-26B-A4B-Instruct,task3_cross_scale_groups,string,25036,24000,4096,2816,128256,262144,False,True,0.3401266625435282,0.7701603158256994,82.43894958496094,0.5012523531913757,0.48880241845508654,0.6778681701827125,78.90311431884766,0.6565565466880798
Llama-3.1-8B-Instruct,Gemma-3-12B-Instruct,task3_cross_scale_groups,string,25036,24000,4096,3840,128256,262208,False,True,0.359017687306483,0.7857436033992823,49.764163970947266,0.2286483645439148,0.5120833289579483,0.6855366216704932,48.211692810058594,0.2814340889453888
Llama-3.1-8B-Instruct,Qwen3.5-9B-Instruct,task3_cross_scale_groups,string,115771,24000,4096,4096,128256,248320,False,False,0.26495547281185394,0.8521204837722285,44.3309440612793,0.11314395070075989,0.4456475648566167,0.7215034300134407,49.73109436035156,0.12306193262338638
Gemma-2-9B-Instruct,Gemma-3-12B-Instruct,task3_cross_scale_groups,string,180863,24000,3584,3840,256000,262208,True,True,0.46599840977200613,0.7244519074085051,28.947114944458008,0.3517966568470001,0.46599840977200613,0.7244519074085051,28.947114944458008,0.3517966568470001
Gemma-2-9B-Instruct,Qwen3.5-9B-Instruct,task3_cross_scale_groups,string,31331,24000,3584,4096,256000,248320,True,False,0.26264442186970904,0.8505623561153751,20.752595901489258,0.4851439893245697,0.4075760513342528,0.7409220550725998,29.604156494140625,0.7453714609146118
Gemma-2-9B-Instruct,Gemma-4-26B-A4B-Instruct,task3_cross_scale_groups,string,180863,24000,3584,2816,256000,262144,True,True,0.4437245326942477,0.7133968420879843,45.697261810302734,0.7033025026321411,0.4437245326942477,0.7133968420879843,45.697261810302734,0.7033025026321411
Gemma-3-12B-Instruct,Qwen3.5-9B-Instruct,task3_cross_scale_groups,string,29832,24000,3840,4096,262208,248320,True,False,0.27878605143184376,0.8410182020196325,32.92397689819336,0.1605539470911026,0.44822764256595915,0.7167311027844608,46.539405822753906,0.31294775009155273
Gemma-3-12B-Instruct,Gemma-4-26B-A4B-Instruct,task3_cross_scale_groups,string,262120,24000,3840,2816,262208,262144,True,True,0.45967401761707183,0.7019788853852132,64.07777404785156,0.45999813079833984,0.45967401761707183,0.7019788853852132,64.07777404785156,0.45999813079833984
Gemma-4-26B-A4B-Instruct,Qwen3.5-9B-Instruct,task3_cross_scale_groups,string,29832,24000,2816,4096,262144,248320,True,False,0.22952533154473764,0.8692622185148724,14.816299438476562,0.4287383556365967,0.3714367033804995,0.764830722537656,21.66150665283203,0.5916813015937805
Qwen3-32B,Qwen2.5-32B-Instruct,task3_cross_scale_groups,string,151643,24000,5120,5120,151936,152064,False,False,0.3542507085966158,0.8023540068587333,101.96792602539062,0.0397912934422493,0.47988371966392773,0.7129332218209617,48.14647674560547,0.13639165461063385
Qwen3-235B-A22B,Qwen2.5-32B-Instruct,task3_cross_scale_groups,string,151643,24000,4096,5120,151936,152064,False,False,0.3232150967689583,0.8214220088739058,45.999114990234375,0.041732195764780045,0.4297201511478017,0.7464868060838873,41.21598434448242,0.10098076611757278
Qwen3-32B,Qwen2.5-72B-Instruct,task3_cross_scale_groups,string,151643,24000,5120,8192,151936,152064,False,False,0.37384093316510847,0.789606450164858,68.2615966796875,0.02907671593129635,0.36493920946132596,0.7770085009398555,30.735488891601562,0.12847109138965607
Qwen3-32B,Gemma-4-31B-Instruct,task3_cross_scale_groups,string,24519,24000,5120,5376,151936,262144,False,True,0.31276676458092323,0.8176172538471042,84.23316955566406,0.2734266221523285,0.4696766180923827,0.7182379661116974,44.31086349487305,0.3095143139362335
Qwen3-32B,Gemma-2-27B-Instruct,task3_cross_scale_groups,string,25138,24000,5120,4608,151936,256000,False,True,0.30099610976619107,0.8230305147414387,71.40776062011719,0.22679661214351654,0.459228841583596,0.7239072088534738,37.69580841064453,0.2994635999202728
Qwen3-32B,Llama-3.1-70B-Instruct,task3_cross_scale_groups,string,109566,24000,5120,8192,151936,128256,False,False,0.3048469502828802,0.8300320051841775,63.74265670776367,0.08822733163833618,0.4014757154292038,0.7686278697983122,35.20096206665039,0.11473686993122101
Qwen3-32B,Gemma-3-27B-Instruct,task3_cross_scale_groups,string,24519,24000,5120,5376,151936,262208,False,True,0.3293788167677487,0.8063358637976651,71.80794525146484,0.17481854557991028,0.5263104538135845,0.6776793356535765,39.392311096191406,0.2776331305503845
Qwen3-235B-A22B,Qwen2.5-72B-Instruct,task3_cross_scale_groups,string,151643,24000,4096,8192,151936,152064,False,False,0.37494385978387423,0.7889414425502941,31.981264114379883,0.02253584936261177,0.3179048410334373,0.8050708067298293,25.809499740600586,0.0899755209684372
Qwen3-32B,Qwen3.5-27B-Instruct,task3_cross_scale_groups,string,131586,24000,5120,5120,151936,248320,False,False,0.28898770587909295,0.8391398573468036,74.80255889892578,0.10154931992292404,0.4871776082426268,0.6989089961848072,37.924625396728516,0.1699017584323883
Qwen3-235B-A22B,Llama-3.1-70B-Instruct,task3_cross_scale_groups,string,109566,24000,4096,8192,151936,128256,False,False,0.3082561875293949,0.8280043839552717,28.41422462463379,0.07058297097682953,0.36895394830505057,0.7892507319688701,29.969585418701172,0.07254017144441605
Qwen3-235B-A22B,Qwen3.5-27B-Instruct,task3_cross_scale_groups,string,131586,24000,4096,5120,151936,248320,False,False,0.26607013831077575,0.8525538900460555,32.152618408203125,0.09231046587228775,0.4566776962827208,0.7193909005658113,32.04530715942383,0.17663384974002838
Qwen3-235B-A22B,Gemma-2-27B-Instruct,task3_cross_scale_groups,string,25138,24000,4096,4608,151936,256000,False,True,0.2978516377182995,0.8248527193267022,32.13820266723633,0.17415671050548553,0.4399619349162137,0.7366661936740767,31.302980422973633,0.22560298442840576
Qwen3-235B-A22B,Gemma-4-31B-Instruct,task3_cross_scale_groups,string,24519,24000,4096,5376,151936,262144,False,True,0.3082495769836733,0.8202983771145976,37.92229080200195,0.19013123214244843,0.45174200122244856,0.7302803649120518,36.96308517456055,0.25136804580688477
Qwen2.5-32B-Instruct,Gemma-2-27B-Instruct,task3_cross_scale_groups,string,25138,24000,5120,4608,152064,256000,False,True,0.3013279130950217,0.8228033742434603,81.40589904785156,0.17548564076423645,0.4517116296212004,0.7288931767126099,41.973358154296875,0.2839314639568329
Qwen2.5-32B-Instruct,Gemma-3-27B-Instruct,task3_cross_scale_groups,string,24519,24000,5120,5376,152064,262208,False,True,0.32988765671103926,0.8060547655846436,81.78141784667969,0.1528865545988083,0.5118244430218744,0.6879846624035187,45.05863571166992,0.29154056310653687
Qwen2.5-32B-Instruct,Gemma-4-31B-Instruct,task3_cross_scale_groups,string,24519,24000,5120,5376,152064,262144,False,True,0.3119562997587798,0.8181029184263446,95.81183624267578,0.20761264860630035,0.4586395834570973,0.7256767005983973,49.46138000488281,0.3227432668209076
Qwen2.5-32B-Instruct,Llama-3.1-70B-Instruct,task3_cross_scale_groups,string,109566,24000,5120,8192,152064,128256,False,False,0.30908200360770255,0.8274923677483381,70.45103454589844,0.07164577394723892,0.4025212419782893,0.7680158524381455,37.949092864990234,0.09661183506250381
Qwen2.5-32B-Instruct,Qwen3.5-27B-Instruct,task3_cross_scale_groups,string,131586,24000,5120,5120,152064,248320,False,False,0.28923627927086326,0.8389911879092865,84.48944091796875,0.08892760425806046,0.47154883224478383,0.709551638705035,41.45871353149414,0.16055963933467865
Qwen2.5-72B-Instruct,Gemma-2-27B-Instruct,task3_cross_scale_groups,string,25138,24000,8192,4608,152064,256000,False,True,0.4438692488674749,0.7341021163575181,116.35089874267578,0.1668115109205246,0.5469984964204004,0.6625487559928339,97.44921875,0.47382739186286926
Qwen2.5-72B-Instruct,Gemma-3-27B-Instruct,task3_cross_scale_groups,string,24519,24000,8192,5376,152064,262208,False,True,0.47535869285621724,0.713208867685853,115.17378234863281,0.16099898517131805,0.5870159165472394,0.6327791353456385,105.88699340820312,0.4658909738063812
Qwen2.5-72B-Instruct,Qwen3.5-27B-Instruct,task3_cross_scale_groups,string,131586,24000,8192,5120,152064,248320,False,False,0.42972252348655093,0.7515253411258036,125.08081817626953,0.09362439811229706,0.543079284635128,0.6596029137855883,93.17952728271484,0.3381151854991913
Llama-3.1-70B-Instruct,Gemma-4-31B-Instruct,task3_cross_scale_groups,string,25036,24000,8192,5376,128256,262144,False,True,0.4806451162102603,0.7107596470386396,107.13981628417969,0.21746598184108734,0.5881951448586399,0.6329018780324125,101.35011291503906,0.3909170627593994
